## 一、新闻涉及个股整理（按题材分类）,,,,,,,,,## 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理
```,,,,,,,,,,,,,,,,,,,```,,,,,
,,,,,,,,,| 股票   | 代码         |,,,,,> **稀土+钨全面领涨。**,,,,,,,,,,覆铜板(CCL)
这属于AI基础设施。,,,,,,,,,| ---- | ---------- |,,,,,,,,,,整个产业链形成闭环。,,,,,
,,,,,,,,,| 士兰微  | **600460** |,,,,,形成：,,,,,,,,,,↓
资金认可度较高。,,,,,,,,,| 三安光电 | **600703** |,,,,,,,,,,---,,,,,
,,,,,,,,,| 华润微  | **688396** |,,,,,```,,,,,,,,,,铜箔
华明装备、泰永长征均涨停。,,,,,,,,,| 捷捷微电 | **300623** |,,,,,黄金,,,,,# ③ 上游材料继续扩散,,,,,
,,,,,,,,,| 海特高新 | **002023** |,,,,,↓,,,,,,,,,,↓
---,,,,,,,,,| 晶方科技 | **603005** |,,,,,,,,,,昨天：,,,,,
,,,,,,,,,,,,,,铜,,,,,,,,,,MLCC
## ⑤ 影视传媒,,,,,,,,,---,,,,,,,,,,AI扩散到：,,,,,
,,,,,,,,,,,,,,↓,,,,,,,,,,↓
博纳影业涨停。,,,,,,,,,## ? 券商,,,,,,,,,,* 铜箔,,,,,
,,,,,,,,,,,,,,钼,,,,,* MLCC,,,,,超级电容
但没有明显产业催化。,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,* PCB,,,,,
,,,,,,,,,| ---- | ---------- |,,,,,↓,,,,,,,,,,↓
更多属于：,,,,,,,,,| 中银证券 | **601696** |,,,,,,,,,,今天：,,,,,
,,,,,,,,,| 华安证券 | **600909** |,,,,,稀土,,,,,,,,,,半导体设备
* 暑期档预期,,,,,,,,,| 财达证券 | **600906** |,,,,,,,,,,继续扩散：,,,,,```
* AI应用轮动,,,,,,,,,| 长江证券 | **000783** |,,,,,↓,,,,,,,,,,
* 情绪资金套利,,,,,,,,,| 广发证券 | **000776** |,,,,,,,,,,```text,,,,,整个电子材料产业链持续加强。
,,,,,,,,,| 国金证券 | **600109** |,,,,,钨,,,,,PCB,,,,,
持续性可能弱于军工和资源。,,,,,,,,,,,,,,,,,,,,,,,,其中：
,,,,,,,,,---,,,,,↓,,,,,↓,,,,,
---,,,,,,,,,,,,,,,,,,,,,,,,* 世名科技20CM
,,,,,,,,,## ? 光纤通信,,,,,永磁材料,,,,,玻纤,,,,,* 中京电子涨停
# 三、今天资金流向总结,,,,,,,,,,,,,,```,,,,,,,,,,* 贤丰控股涨停
,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,↓,,,,,
资金轮动大致如下：,,,,,,,,,| ---- | ---------- |,,,,,整个资源板块进入加速阶段。,,,,,,,,,,说明资金仍然围绕AI服务器材料展开。
,,,,,,,,,| 杭电股份 | **603618** |,,,,,,,,,,玻璃基板,,,,,
```,,,,,,,,,| 烽火通信 | **600498** |,,,,,今天：,,,,,,,,,,---
★★★★★,,,,,,,,,| 通鼎互联 | **002491** |,,,,,,,,,,↓,,,,,
军工+航空航天,,,,,,,,,| 光电股份 | **600184** |,,,,,* 盛和资源涨停,,,,,,,,,,# ② 稀有金属继续强化（★★★★★）
低空经济,,,,,,,,,| 特发信息 | **000070** |,,,,,* 中科三环涨停,,,,,电子材料,,,,,
,,,,,,,,,| 通光线缆 | **300265** |,,,,,* 厦门钨业涨停,,,,,,,,,,今天资源方向没有降温。
★★★★★,,,,,,,,,,,,,,,,,,,↓,,,,,
工业金属（铜、钼、稀土）,,,,,,,,,---,,,,,说明资金已经开始攻击：,,,,,,,,,,反而继续细分：
,,,,,,,,,,,,,,,,,,,光纤,,,,,
★★★★☆,,,,,,,,,## ? 玻璃基板,,,,,**稀土永磁产业链。**,,,,,```,,,,,昨天：
先进封装,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,| 股票   | 代码         |,,,,,这是今天最强主线。,,,,,说明：,,,,,```
★★★★,,,,,,,,,| ---- | ---------- |,,,,,,,,,,,,,,,稀土
数据中心电力设备,,,,,,,,,| 天承科技 | **688603** |,,,,,---,,,,,资金已经开始炒：,,,,,↓
,,,,,,,,,| 力诺药包 | **301188** |,,,,,,,,,,,,,,,
★★★,,,,,,,,,| 京东方A | **000725** |,,,,,# ② AI硬件继续加强（★★★★★）,,,,,**AI材料。**,,,,,钨
影视传媒,,,,,,,,,| 凯盛科技 | **600552** |,,,,,,,,,,,,,,,↓
```,,,,,,,,,| 彩虹股份 | **600707** |,,,,,昨天：,,,,,这是机构最喜欢的趋势方向。,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,永磁
可以发现：,,,,,,,,,---,,,,,PCB、铜箔、液冷、光通信上涨。,,,,,---,,,,,```
,,,,,,,,,,,,,,,,,,,,,,,,
市场今天没有集中攻击AI软件，而是开始围绕**"硬科技+制造业"**展开。,,,,,,,,,# 二、今日盘面分析,,,,,今天：,,,,,# ④ 光通信重新活跃,,,,,今天升级：
,,,,,,,,,,,,,,,,,,,,,,,,
这是典型的：,,,,,,,,,## 1、资源股正式成为市场主线（★★★★★）,,,,,继续扩散：,,,,,通鼎互联冲板。,,,,,```
,,,,,,,,,,,,,,,,,,,,,,,,稀土
> **科技制造（军工）+资源涨价（金属）双主线行情。**,,,,,,,,,今天最明显的特点是：,,,,,```,,,,,杭电股份三连板。,,,,,
,,,,,,,,,,,,,,PCB,,,,,,,,,,↓
---,,,,,,,,,> **有色金属全面接棒AI科技。**,,,,,,,,,,中天科技、烽火通信跟涨。,,,,,
,,,,,,,,,,,,,,↓,,,,,,,,,,锆
# 四、明日重点观察方向,,,,,,,,,从黄金、铜、钼、锂、钨、锗、铂、钽，到稀有金属ETF全面上涨，说明资金开始集中流向资源品。,,,,,,,,,,说明：,,,,,
,,,,,,,,,,,,,,MLCC,,,,,,,,,,↓
如果按照A股热点延续规律，明天重点观察：,,,,,,,,,板块轮动路径已经非常清晰：,,,,,,,,,,AI算力中心建设继续推动：,,,,,
,,,,,,,,,,,,,,↓,,,,,,,,,,铜
1. **低空经济**：关注龙头宗申动力、中信海直能否继续封板，板块是否出现二板、三板梯队。,,,,,,,,,```,,,,,,,,,,> 光模块+光纤通信。,,,,,
2. **航空军工**：中航西飞、航发科技能否继续放量上攻，决定军工主线持续性。,,,,,,,,,黄金,,,,,铜箔,,,,,,,,,,↓
3. **钼、铜、稀土资源股**：若金钼股份继续连板，可能带动整个有色金属板块走趋势。,,,,,,,,, ↓,,,,,,,,,,属于AI网络基础设施。,,,,,
4. **先进封装**：关注蓝箭电子是否带动Chiplet、封装材料方向继续扩散。,,,,,,,,,铜,,,,,↓,,,,,,,,,,磁材
5. **数据中心电力设备**：泰永长征、华明装备若继续强势，有望带动AI电力基础设施方向反复活跃。,,,,,,,,, ↓,,,,,,,,,,---,,,,,```
,,,,,,,,,钼,,,,,玻璃基板,,,,,,,,,,
**综合判断：** 今天盘面的核心特征是**资金明显偏好“大科技制造+军工+资源”方向，低空经济与航空航天成为情绪核心，有色金属成为趋势核心，而先进封装则是科技线的重要补涨方向。**,,,,,,,,, ↓,,,,,,,,,,# ⑤ 面板开始补涨,,,,,其中：
,,,,,,,,,钨,,,,,↓,,,,,,,,,,
,,,,,,,,, ↓,,,,,,,,,,深天马A涨停。,,,,,* 东方锆业涨停
,,,,,,,,,锗,,,,,玻纤,,,,,,,,,,* 中稀有色涨停
,,,,,,,,, ↓,,,,,,,,,,京东方上涨。,,,,,* 三祥新材涨停
,,,,,,,,,稀土,,,,,↓,,,,,,,,,,
,,,,,,,,, ↓,,,,,,,,,,彩虹股份上涨。,,,,,说明：
,,,,,,,,,锂,,,,,液冷,,,,,,,,,,
,,,,,,,,,```,,,,,```,,,,,说明：,,,,,资金开始挖掘：
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,整个有色板块呈现普涨状态。,,,,,AI服务器产业链全面活跃。,,,,,AI终端设备开始补涨。,,,,,> **战略小金属。**
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,**金钼股份冲击三连板，是今天市场的高度核心。**,,,,,尤其：,,,,,包括：,,,,,尤其锆材料。
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,---,,,,,PCB没有结束。,,,,,* AI PC,,,,,---
,,,,,,,,,,,,,,,,,,,* AI手机,,,,,
,,,,,,,,,## 2、AI硬件重新加强（★★★★☆）,,,,,而是在不断扩散。,,,,,* AI显示,,,,,# ③ AI算力重新加强
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,AI没有退潮，而是发生了内部切换：,,,,,---,,,,,都开始受到资金关注。,,,,,ETF新闻提到：
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,```,,,,,# ③ 消费电子开始补涨,,,,,---,,,,,> AI开始进入推理时代。
,,,,,,,,,GPU,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,MLCC连续上涨。,,,,,# ⑥ 航运板块,,,,,市场对应：
,,,,,,,,,↓,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,双星新材：,,,,,中远海能涨停。,,,,,* 中际旭创上涨
,,,,,,,,,PCB,,,,,,,,,,,,,,,* 光迅科技上涨
,,,,,,,,,,,,,,> **9天5板。**,,,,,招商轮船上涨。,,,,,* 新易盛上涨
,,,,,,,,,↓,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,风华高科：,,,,,属于：,,,,,属于：
,,,,,,,,,液冷,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,触及涨停。,,,,,国际油运价格上涨预期。,,,,,```text
,,,,,,,,,↓,,,,,,,,,,,,,,,AI训练
,,,,,,,,,,,,,,说明：,,,,,但是：,,,,,
,,,,,,,,,光通信,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,AI终端+消费电子开始补涨。,,,,,相比AI方向，,,,,,
,,,,,,,,,↓,,,,,,,,,,,,,,,AI推理
,,,,,,,,,,,,,,这是AI硬件向元件方向扩散。,,,,,持续性略弱。,,,,,
,,,,,,,,,铜箔,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,---,,,,,属于事件驱动。,,,,,
,,,,,,,,,↓,,,,,,,,,,,,,,,服务器升级
,,,,,,,,,,,,,,# ④ 电力设备继续走强,,,,,---,,,,,
,,,,,,,,,玻璃基板,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,中国西电二连板。,,,,,# ⑦ 超级电容异动,,,,,
,,,,,,,,,↓,,,,,,,,,,,,,,,光模块
,,,,,,,,,,,,,,长城电工涨停。,,,,,海星股份三连板。,,,,,
,,,,,,,,,MLCC,,,,,,,,,,,,,,,↓
,,,,,,,,,```,,,,,泰永长征继续上涨。,,,,,铜峰电子涨停。,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PCB需求增加
,,,,,,,,,全部属于服务器产业链。,,,,,说明：,,,,,江海股份上涨。,,,,,```
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,尤其：,,,,,市场开始炒：,,,,,逻辑：,,,,,产业逻辑继续强化。
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,* PCB涨价,,,,,```,,,,,```text,,,,,---
,,,,,,,,,* 覆铜板涨价,,,,,AI服务器,,,,,AI服务器,,,,,
,,,,,,,,,* 铜箔创新高,,,,,,,,,,,,,,,# ④ 铜资源继续上涨
,,,,,,,,,,,,,,↓,,,,,↓,,,,,
,,,,,,,,,说明AI基础设施需求依然旺盛。,,,,,,,,,,,,,,,江西铜业涨停。
,,,,,,,,,,,,,,数据中心,,,,,高功率供电,,,,,
,,,,,,,,,这是机构资金最喜欢的方向。,,,,,,,,,,,,,,,铜陵有色上涨。
,,,,,,,,,,,,,,↓,,,,,↓,,,,,
,,,,,,,,,---,,,,,,,,,,,,,,,西部矿业上涨。
,,,,,,,,,,,,,,变压器,,,,,储能,,,,,
,,,,,,,,,## 3、半导体回流,,,,,,,,,,,,,,,说明：
,,,,,,,,,,,,,,↓,,,,,↓,,,,,
,,,,,,,,,今天：,,,,,,,,,,,,,,,AI服务器建设带来的：
,,,,,,,,,,,,,,高压设备,,,,,超级电容,,,,,
,,,,,,,,,* 士兰微涨停,,,,,,,,,,```,,,,,> 铜需求增加。
,,,,,,,,,* 炬光科技涨停,,,,,↓,,,,,,,,,,
,,,,,,,,,* 寒武纪上涨,,,,,,,,,,属于AI电源方向补涨。,,,,,资源行情没有结束。
,,,,,,,,,* 三安光电冲板,,,,,电网升级,,,,,,,,,,
,,,,,,,,,,,,,,```,,,,,值得继续关注。,,,,,---
,,,,,,,,,说明：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,属于AI基建。,,,,,---,,,,,# ⑤ 超级电容持续加强
,,,,,,,,,AI芯片再次活跃。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,---,,,,,# 三、今日资金流向排序,,,,,昨天：
,,,,,,,,,尤其氮化镓方向开始加强。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,# ⑤ 存储芯片回流,,,,,| 排名    | 板块          | 强度     |,,,,,海星股份三连板。
,,,,,,,,,这是AI硬件进一步扩散。,,,,,,,,,,| ----- | ----------- | ------ |,,,,,
,,,,,,,,,,,,,,今天：,,,,,| ????? | PCB产业链      | 第一主线   |,,,,,今天：
,,,,,,,,,---,,,,,,,,,,| ????? | 玻纤、覆铜板、电子材料 | 第一主线   |,,,,,
,,,,,,,,,,,,,,* 雅创电子20cm,,,,,| ????☆ | 光通信、光纤      | 第二主线   |,,,,,艾华集团三连板。
,,,,,,,,,## 4、券商异动,,,,,* 深科技上涨,,,,,| ????☆ | 玻璃基板        | 第二主线   |,,,,,
,,,,,,,,,,,,,,* 兆易创新上涨,,,,,| ????  | 超级电容        | 第二主线   |,,,,,说明：
,,,,,,,,,中银证券二连板。,,,,,,,,,,| ???   | 面板          | AI终端补涨 |,,,,,
,,,,,,,,,,,,,,说明：,,,,,| ???   | 航运          | 消息刺激   |,,,,,资金开始炒：
,,,,,,,,,华安证券逼近涨停。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,AI芯片方向重新活跃。,,,,,---,,,,,AI服务器供电。
,,,,,,,,,同时5月份开户数同比增长77%。,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,但是强度略低于PCB。,,,,,# 四、与昨天盘面对比,,,,,路径：
,,,,,,,,,说明市场开始交易：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,---,,,,,相比昨天，市场热点再次向AI上游材料集中。,,,,,```text
,,,,,,,,,> **指数突破+成交量放大。**,,,,,,,,,,,,,,,AI数据中心
,,,,,,,,,,,,,,# 三、今日资金流向排序,,,,,昨天主要炒作：,,,,,
,,,,,,,,,券商一般不会无缘无故上涨。,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,| 排名    | 板块             | 强度   |,,,,,```text,,,,,
,,,,,,,,,通常意味着：,,,,,| ----- | -------------- | ---- |,,,,,PCB,,,,,高功率服务器
,,,,,,,,,,,,,,| ????? | 稀土永磁、小金属       | 第一主线 |,,,,,↓,,,,,
,,,,,,,,,资金风险偏好正在提升。,,,,,| ????? | PCB、铜箔、MLCC    | 第一主线 |,,,,,,,,,,↓
,,,,,,,,,,,,,,| ????☆ | AI服务器（液冷+玻璃基板） | 第二主线 |,,,,,MLCC,,,,,
,,,,,,,,,---,,,,,| ????  | 电网设备           | 第二主线 |,,,,,,,,,,储能
,,,,,,,,,,,,,,| ????  | 存储芯片           | 第二主线 |,,,,,↓,,,,,
,,,,,,,,,## 5、汽车板块,,,,,| ???   | 锂电修复           | 轮动   |,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,铜箔,,,,,
,,,,,,,,,汽车今天更多属于：,,,,,---,,,,,,,,,,超级电容
,,,,,,,,,,,,,,,,,,,↓,,,,,```
,,,,,,,,,超跌反弹。,,,,,# 四、与昨天盘面对比,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,液冷,,,,,已经形成独立方向。
,,,,,,,,,没有形成完整板块梯队。,,,,,相比昨天，市场出现了两个明显变化：,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,↓,,,,,---
,,,,,,,,,持续性预计一般。,,,,,### ① 资源股进一步升级,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,存储芯片,,,,,# ⑥ 半导体设备补涨
,,,,,,,,,---,,,,,昨天重点是：,,,,,```,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,晶升股份冲板。
,,,,,,,,,# 三、资金流向排序,,,,,* 铜,,,,,今天进一步升级：,,,,,
,,,,,,,,,,,,,,* 钼,,,,,,,,,,盛美上海上涨。
,,,,,,,,,今日资金攻击力度：,,,,,* 黄金,,,,,```text,,,,,
,,,,,,,,,,,,,,,,,,,PCB,,,,,说明：
,,,,,,,,,| 排名    | 板块               | 强度      |,,,,,今天升级成：,,,,,,,,,,
,,,,,,,,,| ----- | ---------------- | ------- |,,,,,,,,,,↓,,,,,AI硬件进一步扩散：
,,,,,,,,,| ????? | 有色金属、小金属         | 第一主线    |,,,,,* **稀土**,,,,,,,,,,
,,,,,,,,,| ????? | AI硬件（PCB+铜箔+光通信） | 第一主线    |,,,,,* **钨**,,,,,玻纤,,,,,```text
,,,,,,,,,| ????☆ | 半导体、氮化镓          | 第二主线    |,,,,,* **永磁**,,,,,,,,,,芯片
,,,,,,,,,| ????  | 券商               | 第二主线    |,,,,,,,,,,↓,,,,,
,,,,,,,,,| ???   | 黄金               | 避险+资源共振 |,,,,,说明资金开始挖掘资源板块的细分方向。,,,,,,,,,,↓
,,,,,,,,,| ???   | 航运               | 消息刺激    |,,,,,,,,,,覆铜板,,,,,
,,,,,,,,,| ??☆   | 汽车               | 超跌修复    |,,,,,---,,,,,,,,,,设备
,,,,,,,,,,,,,,,,,,,↓,,,,,
,,,,,,,,,---,,,,,### ② AI产业链继续向上游材料扩散,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,玻璃基板,,,,,
,,,,,,,,,## 四、后续行情展望,,,,,昨天：,,,,,,,,,,材料
,,,,,,,,,,,,,,,,,,,↓,,,,,
,,,,,,,,,结合近几天的轮动，可以看出市场正在形成两条核心主线：,,,,,```,,,,,,,,,,↓
,,,,,,,,,,,,,,GPU,,,,,光纤通信,,,,,
,,,,,,,,,### 第一条：资源牛,,,,,↓,,,,,,,,,,封装
,,,,,,,,,,,,,,,,,,,↓,,,,,
,,,,,,,,,* 黄金,,,,,PCB,,,,,,,,,,↓
,,,,,,,,,* 铜,,,,,↓,,,,,面板,,,,,
,,,,,,,,,* 钼,,,,,,,,,,,,,,,PCB
,,,,,,,,,* 稀土,,,,,液冷,,,,,↓,,,,,```
,,,,,,,,,* 锂,,,,,↓,,,,,,,,,,
,,,,,,,,,* 钨,,,,,,,,,,超级电容,,,,,整个半导体设备开始回暖。
,,,,,,,,,* 锗,,,,,光通信,,,,,```,,,,,
,,,,,,,,,,,,,,```,,,,,,,,,,---
,,,,,,,,,受益于商品价格反弹和资金风格切换，趋势性较强。,,,,,,,,,,可以发现：,,,,,
,,,,,,,,,,,,,,今天变成：,,,,,,,,,,# 三、今日资金流向排序
,,,,,,,,,### 第二条：AI硬件牛,,,,,,,,,,AI产业链已经开始从芯片端逐步向材料端全面扩散。,,,,,
,,,,,,,,,,,,,,```,,,,,,,,,,| 排名    | 板块           | 强度     |
,,,,,,,,,* PCB,,,,,PCB,,,,,---,,,,,| ----- | ------------ | ------ |
,,,,,,,,,* 覆铜板,,,,,,,,,,,,,,,| ????? | PCB、CCL、铜箔   | 第一主线   |
,,,,,,,,,* 铜箔,,,,,↓,,,,,# 五、后市关注方向,,,,,| ????? | 稀有金属（锆、稀土、铜） | 第一主线   |
,,,,,,,,,* 光模块,,,,,,,,,,,,,,,| ????☆ | AI算力、光模块     | 第二主线   |
,,,,,,,,,* 液冷,,,,,铜箔,,,,,目前市场主线已经越来越清晰，可以归纳为两条核心逻辑：,,,,,| ????☆ | 超级电容、MLCC    | 第二主线   |
,,,,,,,,,* 玻璃基板,,,,,,,,,,,,,,,| ????  | 半导体设备        | 第二主线   |
,,,,,,,,,* MLCC,,,,,↓,,,,,### 第一主线：AI服务器材料链（当前最强）,,,,,| ???   | 燃气轮机         | 军工补涨   |
,,,,,,,,,* 半导体,,,,,,,,,,,,,,,| ???   | 机器人          | AI应用轮动 |
,,,,,,,,,,,,,,MLCC,,,,,* PCB,,,,,| ??☆   | 医药（减肥药）      | 超跌反弹   |
,,,,,,,,,受益于AI算力投资持续扩张和产业链涨价逻辑。,,,,,,,,,,* 覆铜板,,,,,
,,,,,,,,,,,,,,↓,,,,,* 玻纤,,,,,---
,,,,,,,,,**综合来看，今天盘面最大的信号是：科技并未退场，而是向“AI硬件+先进材料”集中；与此同时，资源股全面爆发并形成趋势行情，两条主线共同推动市场风险偏好回升，短期内大概率仍将围绕“资源+硬科技”展开轮动。**,,,,,,,,,,* 玻璃基板,,,,,
,,,,,,,,,,,,,,玻璃基板,,,,,* 光纤通信,,,,,# 四、与昨天盘面对比
,,,,,,,,,,,,,,,,,,,* 超级电容,,,,,
,,,,,,,,,,,,,,↓,,,,,* 光模块,,,,,相比昨天，热点进一步向**战略资源+AI电子材料**集中。
,,,,,,,,,,,,,,,,,,,* 面板,,,,,
,,,,,,,,,,,,,,玻纤,,,,,,,,,,昨天主要热点：
,,,,,,,,,,,,,,,,,,,整个产业链景气度持续提升，机构资金持续流入。,,,,,
,,,,,,,,,,,,,,↓,,,,,,,,,,```text
,,,,,,,,,,,,,,,,,,,---,,,,,PCB
,,,,,,,,,,,,,,电子元件,,,,,,,,,,
,,,,,,,,,,,,,,```,,,,,### 第二主线：资源涨价链（短期有所降温）,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,AI硬件行情仍在深化，而不是结束。,,,,,包括：,,,,,玻纤
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,---,,,,,* 稀土,,,,,↓
,,,,,,,,,,,,,,,,,,,* 钨,,,,,
,,,,,,,,,,,,,,# 五、后市关注方向,,,,,* 铜,,,,,玻璃基板
,,,,,,,,,,,,,,,,,,,* 钼,,,,,
,,,,,,,,,,,,,,结合连续几天的热点演变，目前市场已经形成两条清晰主线：,,,,,* 黄金,,,,,↓
,,,,,,,,,,,,,,,,,,,* 小金属,,,,,
,,,,,,,,,,,,,,### 第一主线：资源涨价链,,,,,,,,,,光纤通信
,,,,,,,,,,,,,,,,,,,虽然仍有趋势，但今日市场焦点明显重新回到AI硬件材料方向。,,,,,
,,,,,,,,,,,,,,* 稀土永磁,,,,,,,,,,↓
,,,,,,,,,,,,,,* 钨,,,,,---,,,,,
,,,,,,,,,,,,,,* 钼,,,,,,,,,,超级电容
,,,,,,,,,,,,,,* 铜,,,,,## 六、综合判断,,,,,```
,,,,,,,,,,,,,,* 黄金,,,,,,,,,,
,,,,,,,,,,,,,,* 锂,,,,,今天盘面的最大特征是：,,,,,今天进一步演化：
,,,,,,,,,,,,,,* 小金属,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,> **AI产业链从“PCB+铜箔”进一步升级到“玻纤+覆铜板+玻璃基板+光纤通信+超级电容”，形成完整的AI服务器材料产业链行情。**,,,,,```text
,,,,,,,,,,,,,,这条线目前趋势最强，资金介入最深。,,,,,,,,,,PCB
,,,,,,,,,,,,,,,,,,,相比前几天的“资源+AI双主线”，**今日资金明显向AI硬件材料链重新集中，PCB及其上游材料已成为当前市场最强主线，而玻纤、玻璃基板、光通信等细分方向有望继续受益于AI算力基础设施建设带来的需求扩张。**,,,,,
,,,,,,,,,,,,,,### 第二主线：AI硬件产业链,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,* PCB,,,,,,,,,,CCL覆铜板
,,,,,,,,,,,,,,* 铜箔,,,,,,,,,,
,,,,,,,,,,,,,,* MLCC,,,,,,,,,,↓
,,,,,,,,,,,,,,* 存储芯片,,,,,,,,,,
,,,,,,,,,,,,,,* 玻璃基板,,,,,,,,,,铜箔
,,,,,,,,,,,,,,* 液冷服务器,,,,,,,,,,
,,,,,,,,,,,,,,* 电网设备,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,**综合来看，今天盘面的最大特点是“资源股继续强化、AI硬件继续扩散”。资源方向已经从普通有色升级到稀土永磁和钨，而科技方向则沿着PCB→铜箔→MLCC→玻璃基板→液冷服务器不断延伸，市场主线仍然集中在“资源+AI硬件”两大方向。**,,,,,,,,,,MLCC
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,超级电容
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,半导体设备
,,,,,,,,,,,,,,,,,,,,,,,,```
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,资源方向也进一步细分：
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,```text
,,,,,,,,,,,,,,,,,,,,,,,,黄金
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,铜
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,钨
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,稀土
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,锆
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,↓
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,磁材
,,,,,,,,,,,,,,,,,,,,,,,,```
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,市场开始炒作整个战略金属体系。
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,---
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,# 五、后市关注方向
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,目前市场已经形成两条清晰主线：
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,### 第一主线：AI电子材料产业链（最强）
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,* PCB
,,,,,,,,,,,,,,,,,,,,,,,,* CCL覆铜板
,,,,,,,,,,,,,,,,,,,,,,,,* 铜箔
,,,,,,,,,,,,,,,,,,,,,,,,* MLCC
,,,,,,,,,,,,,,,,,,,,,,,,* 超级电容
,,,,,,,,,,,,,,,,,,,,,,,,* 半导体设备
,,,,,,,,,,,,,,,,,,,,,,,,* 光模块
,,,,,,,,,,,,,,,,,,,,,,,,* AI服务器
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,属于机构持续加仓方向。
,,,,,,,,,,,,,,,,,,,,,,,,
