# A股热点复盘（2026-07-03）,,,,,,## 一、今日题材梳理（按热度排序）,,,,# 一、今日热点题材梳理（按市场强度排序）,,,# 一、今日热点题材梳理（按市场强度排序）,,,,,## 一、今日热点题材梳理（按强度排序）
,,,,,,,,,,,,,,,,,,
| 思源电气 | **002028** |,,,,,,* 寒武纪,,,,* 国际油价反弹,,,逻辑：,,,,,
,,,,,,* 龙芯,,,,* 地缘因素,,,,,,,,## ⑤ 玻璃基板
---,,,,,,* 芯原,,,,* 油服补涨,,,AI终端升级。,,,,,
,,,,,,,,,,,,,,,,,,今天：
# ⑨ 折叠屏,,,,,,说明：,,,,属于资源方向独立行情。,,,属于：,,,,,
,,,,,,,,,,,,,,,,,,* 亚玛顿涨停
| 股票   | 代码         |,,,,,,AI没有结束。,,,,持续性目前仍需观察。,,,> AI硬件向消费电子延伸。,,,,,* 三峡新材涨停
| ---- | ---------- |,,,,,,,,,,,,,,,,,,* 彩虹股份
| 福蓉科技 | **603327** |,,,,,,只是：,,,,---,,,目前强度略弱于服务器。,,,,,* 美迪凯
| 宜安科技 | **300328** |,,,,,,,,,,,,,,,,,,* 龙腾光电
| 安洁科技 | **002635** |,,,,,,从,,,,## ⑥ 创新药保持轮动,,,---,,,,,* 旗滨集团
| 精研科技 | **300709** |,,,,,,,,,,,,,,,,,,
| 联得装备 | **300545** |,,,,,,> AI应用,,,,今天太极集团涨停。,,,## ⑥ 券商继续活跃,,,,,资金再次回流。
,,,,,,,,,,,,,,,,,,
---,,,,,,重新切回,,,,跟随：,,,华安证券再次涨停。,,,,,不过力度：
,,,,,,,,,,,,,,,,,,
# ⑩ 环保,,,,,,> AI硬件。,,,,* 亚虹医药,,,近期券商多次活跃：,,,,,已经明显弱于
,,,,,,,,,,* 美迪西,,,,,,,,
| 股票    | 代码         |,,,,,,---,,,,* 上海莱士,,,* 华安证券,,,,,PCB。
| ----- | ---------- |,,,,,,,,,,,,,* 长江证券,,,,,
| 惠城环保  | **300779** |,,,,,,## ⑤ 化工继续景气,,,,相比前段时间，,,,* 招商证券,,,,,属于：
| 清研环境  | **301288** |,,,,,,,,,,,,,,,,,,
| 劲旅环境  | **001230** |,,,,,,阿科力三连板。,,,,创新药已经从主升阶段进入：,,,说明指数资金仍在配置金融权重，对指数形成支撑。,,,,,PCB产业链分支。
| *ST京蓝 | **000711** |,,,,,,,,,,,,,,,,,,
| 华骐环保  | **300929** |,,,,,,晨光新材涨停。,,,,**高位轮动。**,,,---,,,,,---
| 玉禾田   | **300815** |,,,,,,,,,,,,,,,,,,
| 侨银股份  | **002973** |,,,,,,百合花创新高。,,,,---,,,## ⑦ 军工出现业绩驱动,,,,,# 四、今日盘面分析
,,,,,,,,,,,,,,,,,,
---,,,,,,说明：,,,,# 四、资金流向分析,,,高德红外一字涨停。,,,,,今天市场出现一个非常明显特点：
,,,,,,,,,,,,,,,,,,
# ? 影视传媒,,,,,,涨价逻辑仍在持续。,,,,## 今日资金路径,,,原因非常明确：,,,,,> **科技继续强，医药开始接力。**
,,,,,,,,,,,,,,,,,,
| 股票   | 代码         |,,,,,,---,,,,```text,,,半年报预计净利润同比增长6～7倍。,,,,,具体来看：
| ---- | ---------- |,,,,,,,,,,AI服务器,,,,,,,,
| 奥飞娱乐 | **002292** |,,,,,,# 四、资金主线变化,,,,      ↓,,,属于：,,,,,AI算力继续保持主线；
| 华策影视 | **300133** |,,,,,,,,,,交换机,,,,,,,,
| 慈文传媒 | **002343** |,,,,,,最近几天可以画成：,,,,      ↓,,,> 业绩驱动。,,,,,半导体设备开始补涨；
| 中国电影 | **600977** |,,,,,,,,,,算力租赁,,,,,,,,
| 上海电影 | **601595** |,,,,,,```,,,,      ↓,,,暂未形成板块效应。,,,,,创新药重新获得机构资金；
| 金逸影视 | **002905** |,,,,,,机器人,,,,AI芯片,,,,,,,,
| 中南文化 | **002445** |,,,,,,      ↓,,,,      ↓,,,---,,,,,玻璃基板轮动；
,,,,,,PCB,,,,云计算,,,,,,,,
---,,,,,,      ↓,,,,```,,,# 四、资金流向分析,,,,,AI应用继续活跃。
,,,,,,光模块,,,,,,,,,,,,
# 二、今日盘面分析,,,,,,      ↓,,,,AI产业链重新成为资金核心。,,,## 今日资金路径,,,,,市场没有出现防御板块。
,,,,,,先进封装,,,,,,,,,,,,
## ① 人形机器人全面爆发（★★★★★）,,,,,,      ↓,,,,---,,,```text,,,,,说明：
,,,,,,存储,,,,,,,AI服务器,,,,,
今天市场最强信号不是某一只个股涨停，而是**机器人全产业链同步走强**：,,,,,,      ↓,,,,资源方向：,,,      ↓,,,,,风险偏好仍然较高。
,,,,,,半导体材料（今天）,,,,,,,AI算力,,,,,
```text,,,,,,```,,,,```text,,,      ↓,,,,,---
机器人,,,,,,,,,,黄金,,,先进封装,,,,,
   │,,,,,,说明：,,,,   ↓,,,      ↓,,,,,资金路线：
   ├─ 整机（埃斯顿）,,,,,,,,,,油气,,,半导体材料,,,,,
   ├─ 控制器（雷赛智能）,,,,,,科技主线没有结束。,,,,```,,,      ↓,,,,,AI服务器
   ├─ 电机（卧龙电驱）,,,,,,,,,,,,,PCB,,,,,
   ├─ 减速器（中大力德、绿的谐波）,,,,,,而是在产业链内部轮动。,,,,今天资源没有全面发散，,,,      ↓,,,,,↓
   ├─ 轴承（长盛轴承）,,,,,,,,,,,,,AI应用,,,,,
   └─ 镁合金轻量化材料（新催化）,,,,,,---,,,,只有黄金最强。,,,      ↓,,,,,算力租赁
```,,,,,,,,,,,,,AI手机,,,,,
,,,,,,资源方向：,,,,---,,,```,,,,,↓
尤其是“**镁合金成为机器人核心结构件**”的消息，为机器人产业链增加了新的炒作方向。,,,,,,,,,,,,,,,,,,
,,,,,,```,,,,# 五、市场主线排名（7月8日）,,,相比昨天，AI主线进一步扩散，从基础设施延伸至应用与终端。,,,,,PCB
**判断：机器人已成为当前市场第一主线。**,,,,,,黄金,,,,,,,,,,,,
,,,,,, ↓,,,,| 排名  | 主线       | 热度    |,,,---,,,,,↓
---,,,,,,稀土,,,,| --- | -------- | ----- |,,,,,,,,
,,,,,, ↓,,,,| ??1 | AI服务器    | ????? |,,,# 五、市场主线排名（7月9日）,,,,,先进封装
## ② AI硬件热度仍在，但内部轮动明显,,,,,,钨,,,,| ??2 | 算力租赁     | ????? |,,,,,,,,
,,,,,, ↓,,,,| ??3 | 黄金（贵金属）  | ????☆ |,,,| 排名  | 主线         | 热度    |,,,,,↓
AI资金没有离场，而是在硬件内部轮动：,,,,,,铜,,,,| 4   | 交换机/网络设备 | ????  |,,,| --- | ---------- | ----- |,,,,,
,,,,,, ↓,,,,| 5   | AI芯片     | ????  |,,,| ??1 | AI算力/AI服务器 | ????? |,,,,,半导体设备
```text,,,,,,锂（今天）,,,,| 6   | 创新药      | ???   |,,,| ??2 | 半导体材料+先进封装 | ????? |,,,,,
PCB,,,,,,```,,,,| 7   | 油气       | ???   |,,,| ??3 | PCB产业链     | ????☆ |,,,,,↓
 ↓,,,,,,,,,,| 8   | 旅游酒店     | ??☆   |,,,| 4   | AI应用       | ????  |,,,,,
先进封装,,,,,,说明资源也在持续扩散。,,,,,,,| 5   | MLCC       | ????  |,,,,,AI应用
 ↓,,,,,,,,,,---,,,| 6   | AI手机       | ????  |,,,,,
存储芯片,,,,,,---,,,,,,,| 7   | 券商         | ???   |,,,,,↓
 ↓,,,,,,,,,,# 六、与昨日相比的变化,,,| 8   | 影视传媒       | ???   |,,,,,
交换机,,,,,,# 五、今日最强主线排名,,,,,,,| 9   | 军工业绩       | ???   |,,,,,创新药
 ↓,,,,,,,,,,| 昨日主线       | 今日变化                        |,,,,,,,,
液冷服务器,,,,,,| 排名  | 主线             | 热度    |,,,,| ---------- | --------------------------- |,,,---,,,,,资金仍然围绕成长方向轮动。
```,,,,,,| --- | -------------- | ----- |,,,,| PCB/CCL/铜箔 | **明显降温，未进入今日热点。**           |,,,,,,,,
,,,,,,| ??1 | PCB（CCL+铜箔+玻纤） | ????? |,,,,| 半导体硅片      | **热度回落，被AI服务器取代。**          |,,,# 六、与昨日相比的变化,,,,,---
今天最强的是：,,,,,,| ??2 | 半导体材料（硅片）      | ????? |,,,,| AI芯片       | **升级为AI基础设施主线，与服务器、交换机联动。** |,,,,,,,,
,,,,,,| ??3 | AI芯片/先进封装      | ????☆ |,,,,| 黄金         | **再度强化，成为资源方向最强分支。**        |,,,| 昨日主线   | 今日变化                        |,,,,,# 五、今日资金主线排序（热度）
* 交换机,,,,,,| 4   | 锂矿             | ????  |,,,,| 创新药        | **维持轮动，强度中等。**              |,,,| ------ | --------------------------- |,,,,,
* 液冷服务器,,,,,,| 5   | 有机硅/化工         | ???   |,,,,,,,| AI服务器  | **继续强化，浪潮信息2连板，主线地位进一步巩固。** |,,,,,| 排名 | 板块        | 热度    |
* 存储芯片,,,,,,| 6   | 铜箔             | ???   |,,,,**可以看出，资金从前期的“电子材料（PCB、硅片）”切换到了“AI基础设施（服务器、交换机、算力租赁）”，而黄金则继续承担避险与资源配置角色。**,,,| 算力租赁   | **演变为更广义的AI算力与云计算行情。**      |,,,,,| -- | --------- | ----- |
,,,,,,| 7   | 算力芯片           | ???   |,,,,,,,| 黄金     | **明显降温，未成为今日资金焦点。**         |,,,,,| ①  | AI算力/算力租赁 | ????? |
说明AI算力基础设施仍有持续性。,,,,,,,,,,---,,,| AI网络设备 | **热度有所回落，资金转向PCB、封装、AI应用。** |,,,,,| ②  | 半导体设备     | ????☆ |
,,,,,,---,,,,,,,| PCB    | **重新升温，受涨价与AI服务器需求双重催化。**   |,,,,,| ③  | 创新药/CXO   | ????☆ |
---,,,,,,,,,,# 七、明日重点观察,,,| 半导体材料  | **持续走强，形成与先进封装联动。**         |,,,,,| ④  | AI应用      | ????  |
,,,,,,# 六、明日重点观察,,,,,,,| AI应用   | **明显增强，开始承接AI主线资金。**        |,,,,,| ⑤  | 玻璃基板      | ???   |
## ③ 创新药保持趋势,,,,,,,,,,1. **AI服务器主线能否继续扩散**：重点关注浪潮信息、紫光股份、华勤技术能否继续保持强势，并观察中科曙光、神州数码是否形成趋势接力。,,,,,,,,| ⑥  | 面板        | ???   |
,,,,,,结合最近一周的轮动节奏，建议重点关注以下几个方向：,,,,2. **算力租赁持续性**：网宿科技20CM后，留意飞利信、优刻得、奥飞数据、协创数据是否出现补涨或连板，判断AI基础设施行情是否向IDC和云计算进一步扩散。,,,---,,,,,
创新药已经连续数日活跃：,,,,,,,,,,3. **黄金能否开启新一轮趋势**：关注招金黄金能否冲击更高连板，以及赤峰黄金、西部黄金、四川黄金是否形成板块共振。,,,,,,,,---
,,,,,,1. **PCB产业链是否继续强化**：关注光华科技、诺德股份能否继续带动CCL、玻纤、铜箔整体发酵。如果继续扩散，PCB仍是市场第一主线。,,,,4. **昨日强势的PCB、半导体材料是否止跌企稳**：如果资金重新回流电子材料，则科技主线可能演变为“AI硬件 + 上游材料”双轮驱动；若持续走弱，则说明市场已完成阶段性切换。,,,# 七、明日重点观察,,,,,
* 景峰医药2连板,,,,,,2. **半导体材料能否接力**：重点观察有研硅是否继续强势，以及沪硅产业、上海合晶、立昂微等是否出现补涨，判断资金是否开始从封装向材料端切换。,,,,,,,,,,,,# 六、板块持续性判断
* 苑东生物、申联生物大涨,,,,,,3. **AI硬件主线持续性**：留意长电科技、海光信息、寒武纪等核心标的能否维持趋势，验证AI硬件是否重新成为资金主攻方向。,,,,## 今日盘面一句话总结,,,1. **AI算力是否继续领涨**：关注浪潮信息能否走出3连板，以及深桑达A、宏景科技、广电运通等是否继续放量上攻。如果持续强势，AI基础设施仍将是市场第一主线。,,,,,
,,,,,,4. **资源股轮动是否延续**：锂矿今天启动后，观察雅化集团是否继续一字带动板块，若不能持续，则资源方向可能进入高低切换阶段。,,,,,,,2. **PCB与先进封装是否形成共振**：重点观察宝鼎科技、中京电子、上海合晶、朗迪集团等核心股的持续性，若PCB、封装、半导体材料同步走强，说明AI产业链景气度仍在扩散。,,,,,| 板块     | 判断   | 持续性   |
说明医药资金并未撤退，而是形成独立趋势，与机器人形成“双主线”格局。,,,,,,,,,,**今天市场完成了从PCB、半导体材料向AI基础设施的主线切换，AI服务器、交换机、算力租赁构成最强进攻方向；黄金板块在央行连续增持黄金和避险需求支撑下持续强化，形成“AI科技 + 黄金资源”双主线格局。**,,,3. **AI应用能否接力**：欢瑞世纪已走出6天3板，关注海天瑞声、中文在线、华凯易佰等是否形成板块效应，验证AI商业化方向能否成为新分支。,,,,,| ------ | ---- | ----- |
,,,,,,### 今日盘面一句话总结,,,,,,,4. **券商能否继续护盘**：华安证券连续活跃，如果券商继续放量，有利于指数维持强势并为科技主线提供流动性支持。,,,,,| AI算力   | 主升浪  | ★★★★★ |
---,,,,,,,,,,,,,,,,,,| PCB产业链 | 高位震荡 | ★★★★☆ |
,,,,,,**今天市场呈现明显的“双主线”格局：一条是以PCB—铜箔—玻纤—先进封装—半导体材料为核心的AI硬件产业链，另一条是黄金、稀土、铜、锂等资源股轮动。其中，PCB产业链仍是当前市场最强主线，而半导体上游材料今天开始接力，有望成为下一阶段科技方向的重要分支。**,,,,,,,## 今日盘面一句话总结,,,,,| 半导体设备  | 补涨启动 | ★★★★☆ |
## ④ 黄金成为资源股核心,,,,,,,,,,,,,,,,,,| 创新药    | 趋势增强 | ★★★★☆ |
,,,,,,,,,,,,,**今天市场延续了AI科技主线，但内部结构进一步升级：AI服务器和算力仍是核心，半导体材料、先进封装、PCB产业链同步强化，AI应用和AI手机开始接力扩散，显示资金正围绕“AI全产业链”持续深挖，而黄金等防御方向则明显让位于成长科技。**,,,,,| AI应用   | 趋势向上 | ★★★★  |
黄金板块受：,,,,,,,,,,,,,,,,,,| 玻璃基板   | 反复活跃 | ★★★   |
,,,,,,,,,,,,,,,,,,| CRO    | 机构配置 | ★★★★  |
* 国际金价反弹,,,,,,,,,,,,,,,,,,
* 避险需求升温,,,,,,,,,,,,,,,,,,---
* 美国经济数据扰动,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,# 七、明日重点观察
三重因素驱动。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,重点关注以下几个方向是否继续获得资金承接：
赤峰黄金连续涨停，资金集中度较高。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1. **AI算力链**：华胜天成、润建股份、弘信电子等能否继续放量走强，决定AI主线热度。
---,,,,,,,,,,,,,,,,,,2. **半导体设备**：亚翔集成能否封板、设备板块是否继续扩散至材料、设备零部件。
,,,,,,,,,,,,,,,,,,3. **创新药/CXO**：哈药股份的连板持续性，以及药明康德、康龙化成等机构票能否放量上涨。
## ⑤ 军工出现资金试探,,,,,,,,,,,,,,,,,,4. **AI应用**：欢瑞世纪是否冲击更高连板，并观察天娱数科、蓝色光标等是否形成梯队。
,,,,,,,,,,,,,,,,,,5. **玻璃基板**：亚玛顿、三峡新材能否带动板块再次放量，否则更可能维持轮动行情。
航发科技、航天发展涨停，更多体现为事件催化下的轮动，持续性仍需观察。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,### 综合判断
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,今日市场延续了近期的**科技成长主导、医药辅助接力**格局。AI算力依旧是资金最集中的核心主线，半导体设备和AI应用形成内部扩散，而创新药在中报预期催化下获得机构资金回流。只要AI主线没有出现明显放量退潮，短期市场风格仍将偏向科技成长，医药和部分高景气细分行业有望作为轮动方向继续活跃。
# 三、今日资金流向排序,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
| 排名    | 板块              | 强度       |,,,,,,,,,,,,,,,,,,
| ----- | --------------- | -------- |,,,,,,,,,,,,,,,,,,
| ????? | 人形机器人           | 第一主线     |,,,,,,,,,,,,,,,,,,
| ????☆ | AI硬件（交换机、液冷、存储） | 第二主线     |,,,,,,,,,,,,,,,,,,
| ????☆ | 创新药             | 第二主线     |,,,,,,,,,,,,,,,,,,
| ????  | 贵金属（黄金）         | 第二主线     |,,,,,,,,,,,,,,,,,,
| ???   | 航天军工            | 事件驱动     |,,,,,,,,,,,,,,,,,,
| ???   | 电网设备            | 趋势方向     |,,,,,,,,,,,,,,,,,,
| ???   | 环保              | 超跌修复     |,,,,,,,,,,,,,,,,,,
| ???   | 折叠屏             | 消费电子轮动   |,,,,,,,,,,,,,,,,,,
| ???   | 影视传媒            | 暑期档+情绪轮动 |,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
# 四、与昨日盘面对比,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**昨日：**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
```text,,,,,,,,,,,,,,,,,,
AI应用,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
机器人,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
光刻胶,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
创新药,,,,,,,,,,,,,,,,,,
```,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**今日：**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
```text,,,,,,,,,,,,,,,,,,
机器人,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
AI硬件,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
创新药,,,,,,,,,,,,,,,,,,
   ↓,,,,,,,,,,,,,,,,,,
黄金,,,,,,,,,,,,,,,,,,
```,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
### 最大变化,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
* **机器人由强转更强，正式成为市场核心主线。**,,,,,,,,,,,,,,,,,,
* AI资金从应用端重新轮动至硬件端。,,,,,,,,,,,,,,,,,,
* 黄金接替部分资源股成为避险资金首选。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
# 五、当前市场主线排序,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 第一主线（★★★★★）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**人形机器人**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
* 减速器,,,,,,,,,,,,,,,,,,
* 控制器,,,,,,,,,,,,,,,,,,
* 电机,,,,,,,,,,,,,,,,,,
* 轻量化材料,,,,,,,,,,,,,,,,,,
* 整机,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 第二主线（★★★★☆）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**AI基础设施**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
* 交换机,,,,,,,,,,,,,,,,,,
* 液冷服务器,,,,,,,,,,,,,,,,,,
* 存储芯片,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 第三主线（★★★★☆）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**创新药**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 第四主线（★★★★）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
**黄金及贵金属**,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 第五主线（★★★）,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
军工、电网、环保、影视传媒等轮动方向。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
# 六、短线龙头观察池,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
| 方向    | 龙头             |,,,,,,,,,,,,,,,,,,
| ----- | -------------- |,,,,,,,,,,,,,,,,,,
| 人形机器人 | 雷赛智能、卧龙电驱、埃斯顿  |,,,,,,,,,,,,,,,,,,
| 减速器   | 日发精机、中大力德、绿的谐波 |,,,,,,,,,,,,,,,,,,
| AI交换机 | 星网锐捷、锐捷网络      |,,,,,,,,,,,,,,,,,,
| 液冷服务器 | 飞龙股份、申菱环境      |,,,,,,,,,,,,,,,,,,
| 存储芯片  | 天山电子、北京君正      |,,,,,,,,,,,,,,,,,,
| 创新药   | 景峰医药、苑东生物      |,,,,,,,,,,,,,,,,,,
| 黄金    | 赤峰黄金、山金国际      |,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
# 七、综合判断,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
今天市场最值得关注的不是指数，而是**资金集中度进一步提升**：,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
```text,,,,,,,,,,,,,,,,,,
机器人（最强）,,,,,,,,,,,,,,,,,,
      │,,,,,,,,,,,,,,,,,,
AI硬件（交换机、液冷、存储）,,,,,,,,,,,,,,,,,,
      │,,,,,,,,,,,,,,,,,,
创新药,,,,,,,,,,,,,,,,,,
      │,,,,,,,,,,,,,,,,,,
黄金,,,,,,,,,,,,,,,,,,
      │,,,,,,,,,,,,,,,,,,
军工、电网等轮动,,,,,,,,,,,,,,,,,,
```,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
机器人已经从前期的热点演变为**资金共识主线**，AI硬件维持高景气，创新药保持趋势，黄金则承担避险资金配置角色。,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
## 明日重点观察,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1. **机器人能否继续扩散**：重点关注雷赛智能、卧龙电驱、埃斯顿是否继续强势，并留意镁合金、轴承、传感器等新分支是否接力。,,,,,,,,,,,,,,,,,,
2. **AI硬件持续性**：观察星网锐捷、锐捷网络、飞龙股份、天山电子是否继续放量，验证算力产业链热度。,,,,,,,,,,,,,,,,,,
3. **创新药是否形成趋势行情**：若景峰医药继续连板、苑东生物等高弹性个股维持强势，创新药有望保持独立行情。,,,,,,,,,,,,,,,,,,
4. **黄金是否具备持续性**：关注国际金价走势及赤峰黄金、山金国际等龙头表现，若金价继续走高，贵金属板块仍有望反复活跃。,,,,,,,,,,,,,,,,,,
