# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理
```,,,,,,,,,,---,,,,,,,,,,* 太极实业
,,,,,过去一周热点演变：,,,,,,,,,,# ③ 算力租赁重新成为热点,,,,,* 中科飞测
属于AI算力网络建设。,,,,,,,,,,# ③ AI主线没有退潮（★★★★★）,,,,,,,,,,
,,,,,```text,,,,,,,,,,近期政策不断催化：,,,,,持续上涨。
---,,,,,PCB,,,,,很多人以为创新药来了，,,,,,,,,,,
,,,,,↓,,,,,,,,,,```text,,,,,说明：
# ③ 资源主线继续深化（★★★★★）,,,,,,,,,,AI会结束。,,,,,AI推理需求增长,,,,,
,,,,,CCL覆铜板,,,,,,,,,,,,,,,AI芯片扩产逻辑仍在继续。
资源方向没有结束。,,,,,,,,,,但今天恰恰相反。,,,,,↓,,,,,
,,,,,↓,,,,,,,,,,,,,,,目前资金已经形成：
只是从：,,,,,,,,,,AI内部继续扩散：,,,,,算力需求暴增,,,,,
,,,,,玻纤,,,,,,,,,,,,,,,```text
```text,,,,,,,,,,```text,,,,,↓,,,,,GPU
铜,,,,,↓,,,,,PCB,,,,,,,,,,
↓,,,,,,,,,,,,,,,租赁模式扩张,,,,,↓
,,,,,铜箔,,,,,↓,,,,,```,,,,,
钼,,,,,,,,,,,,,,,,,,,,先进封装
↓,,,,,↓,,,,,光通信,,,,,表现：,,,,,
,,,,,,,,,,,,,,,,,,,,↓
钨,,,,,光纤通信,,,,,↓,,,,,* 航锦科技2连板,,,,,
```,,,,,,,,,,,,,,,* 神州数码涨停,,,,,玻璃基板
,,,,,↓,,,,,先进封装,,,,,,,,,,
继续扩散：,,,,,,,,,,,,,,,算力方向再度成为焦点。,,,,,↓
,,,,,算力租赁,,,,,↓,,,,,,,,,,
```text,,,,,,,,,,,,,,,---,,,,,PCB
锆,,,,,↓,,,,,存储芯片,,,,,,,,,,```
↓,,,,,,,,,,,,,,,# ④ 长电科技带动先进封装爆发,,,,,
,,,,,液冷服务器,,,,,↓,,,,,,,,,,完整产业链。
磷化工,,,,,```,,,,,,,,,,今天最值得关注的是：,,,,,
↓,,,,,,,,,,AI应用,,,,,,,,,,---
,,,,,今天市场已经明确：,,,,,```,,,,,### 长电科技,,,,,
钴,,,,,,,,,,,,,,,,,,,,# ⑤ 绿电成为防御方向
```,,,,,> AI基础设施成为当前最强主线。,,,,,几乎全产业链上涨。,,,,,* 4天3板,,,,,
,,,,,,,,,,,,,,,* 历史新高附近,,,,,今天指数震荡。
目前已经形成：,,,,,---,,,,,说明：,,,,,* 78亿元先进封装项目,,,,,
,,,,,,,,,,,,,,,,,,,,部分资金：
### 战略资源金属体系,,,,,# ② 光纤通信成为市场总龙头,,,,,AI资金仍然充足。,,,,,资金开始炒作：,,,,,
,,,,,,,,,,,,,,,,,,,,流向：
* 稀土,,,,,核心观察：,,,,,---,,,,,```text,,,,,
* 钨,,,,,,,,,,,,,,,先进制程受限,,,,,* 风电
* 钼,,,,,| 股票   | 状态     |,,,,,# ④ 光通信已经成为AI总龙头,,,,,,,,,,* 电力
* 铜,,,,,| ---- | ------ |,,,,,,,,,,↓,,,,,* 绿电
* 锆,,,,,| 长飞光纤 | 历史新高涨停 |,,,,,近期核心龙头演变：,,,,,,,,,,
* 钴,,,,,| 特发信息 | 历史新高   |,,,,,,,,,,先进封装补位,,,,,特点：
,,,,,| 长盈通  | 创阶段新高  |,,,,,```text,,,,,,,,,,
资金仍在持续流入。,,,,,| 亨通光电 | 趋势加速   |,,,,,PCB,,,,,↓,,,,,不是主线。
,,,,,,,,,,↓,,,,,,,,,,
---,,,,,这说明：,,,,,,,,,,封装价值提升,,,,,属于：
,,,,,,,,,,长飞光纤,,,,,```,,,,,
# ④ 锆概念成为资源龙头,,,,,资金已经不再满足于PCB。,,,,,↓,,,,,,,,,,资金防守。
,,,,,,,,,,,,,,,这是AI芯片产业链的重要逻辑。,,,,,
本周资源方向最强细分：,,,,,开始炒：,,,,,特发信息,,,,,,,,,,持续性仍需观察。
,,,,,,,,,,↓,,,,,---,,,,,
并不是铜。,,,,,```text,,,,,,,,,,,,,,,---
,,,,,AI服务器,,,,,永鼎股份,,,,,# ⑤ 存储芯片景气度上升,,,,,
而是：,,,,,,,,,,```,,,,,,,,,,# ⑥ 机器人维持轮动
,,,,,↓,,,,,,,,,,美光业绩超预期。,,,,,
> 锆,,,,,,,,,,今天：,,,,,,,,,,机器人没有全面爆发。
,,,,,数据中心,,,,,,,,,,直接刺激：,,,,,
表现：,,,,,,,,,,* 永鼎股份历史新高,,,,,,,,,,仍属于：
,,,,,↓,,,,,* 通鼎互联涨停,,,,,* 佰维存储,,,,,
* 长裕集团5天4板,,,,,,,,,,* 泰和新材涨停,,,,,* 江波龙,,,,,轮动行情。
* 东方锆业2连板,,,,,光网络,,,,,,,,,,* 汇成股份,,,,,
,,,,,,,,,,说明：,,,,,,,,,,目前：
这是典型的：,,,,,↓,,,,,,,,,,上涨。,,,,,
,,,,,,,,,,市场已经从：,,,,,,,,,,明显弱于：
资源主线内部高低切。,,,,,光纤通信,,,,,,,,,,逻辑：,,,,,
,,,,,```,,,,,> AI服务器,,,,,,,,,,* PCB
---,,,,,,,,,,,,,,,```text,,,,,* 光通信
,,,,,这是产业链向网络层扩散。,,,,,转向：,,,,,HBM需求,,,,,* AI硬件
# ⑤ AI应用开始回流,,,,,,,,,,,,,,,,,,,,
,,,,,---,,,,,> AI网络建设,,,,,↓,,,,,---
最近一直弱势的AI应用：,,,,,,,,,,,,,,,,,,,,
,,,,,# ③ 大金融开始形成新主线（★★★★☆）,,,,,---,,,,,DRAM涨价,,,,,# 三、今日资金流向排序
今天出现明显异动。,,,,,,,,,,,,,,,,,,,,
,,,,,今天有一个重要变化：,,,,,# ⑤ 先进封装接力PCB,,,,,↓,,,,,| 排名    | 板块          | 强度   |
核心：,,,,,,,,,,,,,,,,,,,,| ----- | ----------- | ---- |
,,,,,券商+金融科技同时上涨。,,,,,今天很重要的信号：,,,,,存储盈利改善,,,,,| ????? | PCB（CCL+玻纤） | 第一主线 |
* 华凯易佰20CM,,,,,,,,,,,,,,,```,,,,,| ????? | 玻璃基板        | 第一主线 |
* 天娱数科涨停,,,,,形成：,,,,,```text,,,,,,,,,,| ????☆ | 先进封装        | 第二主线 |
* 昆仑万维上涨,,,,,,,,,,长电科技涨停,,,,,属于AI硬件受益方向。,,,,,| ????  | AI硬件材料      | 第二主线 |
,,,,,```text,,,,,,,,,,,,,,,| ???   | 绿电          | 轮动方向 |
说明：,,,,,券商,,,,,↓,,,,,---,,,,,| ???   | 机器人         | 轮动方向 |
,,,,,,,,,,,,,,,,,,,,
资金开始尝试：,,,,,+,,,,,太极实业涨停,,,,,# ⑥ 超级电容继续超预期,,,,,---
,,,,,,,,,,,,,,,,,,,,
```text,,,,,金融科技,,,,,↓,,,,,此前市场担心：,,,,,# 四、与昨天盘面对比
AI硬件,,,,,,,,,,,,,,,,,,,,
,,,,,+,,,,,汇成股份涨停,,,,,艾华集团公告称：,,,,,昨天：
↓,,,,,,,,,,```,,,,,,,,,,
,,,,,指数放量,,,,,,,,,,> 尚未形成收入。,,,,,```text
AI算力,,,,,```,,,,,资金开始布局：,,,,,,,,,,算力租赁
,,,,,,,,,,,,,,,但资金并未退潮。,,,,,
↓,,,,,组合。,,,,,### 后摩尔时代,,,,,,,,,,↓
,,,,,,,,,,,,,,,反而：,,,,,
AI应用,,,,,代表：,,,,,先进封装产业链。,,,,,,,,,,液冷服务器
```,,,,,,,,,,,,,,,* 黑猫股份5天4板,,,,,
,,,,,市场开始交易：,,,,,这是AI芯片扩产的重要受益方向。,,,,,* 新疆众和涨停,,,,,↓
轮动。,,,,,,,,,,,,,,,,,,,,
,,,,,> 牛市预期。,,,,,---,,,,,说明：,,,,,先进封装
但强度仍弱于硬件。,,,,,,,,,,,,,,,,,,,,
,,,,,尤其：,,,,,# ⑥ 券商持续强化,,,,,市场炒作的是未来预期。,,,,,↓
---,,,,,,,,,,,,,,,,,,,,
,,,,,* 长江证券2连板,,,,,连续三天：,,,,,---,,,,,存储芯片
# ⑥ 半导体材料继续加强,,,,,* 银之杰20CM连板,,,,,,,,,,,,,,,```
,,,,,,,,,,* 华安证券涨停,,,,,# 三、今日资金流向排序,,,,,
欧莱新材创新高。,,,,,这是明显增量资金信号。,,,,,* 长江证券强势,,,,,,,,,,今天：
,,,,,,,,,,* 国元证券上涨,,,,,| 排名    | 板块       | 强度   |,,,,,
江丰电子上涨。,,,,,---,,,,,,,,,,| ----- | -------- | ---- |,,,,,```text
,,,,,,,,,,说明：,,,,,| ????? | 光通信+光纤材料 | 第一主线 |,,,,,PCB
有研新材上涨。,,,,,# ④ 创新药出现机构回流,,,,,,,,,,| ????? | 算力租赁     | 第一主线 |,,,,,
,,,,,,,,,,市场已经开始交易：,,,,,| ????? | 先进封装     | 第一主线 |,,,,,↓
说明：,,,,,创新药突然走强。,,,,,,,,,,| ????☆ | 存储芯片     | 第二主线 |,,,,,
,,,,,,,,,,```text,,,,,| ????☆ | 液冷服务器    | 第二主线 |,,,,,玻璃基板
资金开始关注：,,,,,逻辑：,,,,,成交量放大,,,,,| ????  | 超级电容     | 第二主线 |,,,,,
,,,,,,,,,,,,,,,| ????  | MLCC     | 第二主线 |,,,,,↓
```text,,,,,* 国家药监局政策利好,,,,,↓,,,,,| ???   | 折叠屏      | 消费电子 |,,,,,
芯片,,,,,* 港股创新药持续上涨,,,,,,,,,,| ???   | 游戏       | AI应用 |,,,,,先进封装
,,,,,* 医药长期调整充分,,,,,券商业绩改善,,,,,| ???   | 钨资源      | 资源轮动 |,,,,,
↓,,,,,,,,,,,,,,,,,,,,↓
,,,,,属于：,,,,,↓,,,,,---,,,,,
设备,,,,,,,,,,,,,,,,,,,,绿电
,,,,,机构风格回归。,,,,,牛市预期,,,,,# 四、与昨天盘面对比,,,,,```
↓,,,,,,,,,,```,,,,,,,,,,
,,,,,但暂时强度弱于AI。,,,,,,,,,,昨天：,,,,,最大的变化：
靶材,,,,,,,,,,大金融正在形成独立主线。,,,,,,,,,,
,,,,,---,,,,,,,,,,```text,,,,,### AI资金重新回流材料端
↓,,,,,,,,,,---,,,,,创新药,,,,,
,,,,,# ⑤ 锆资源继续主升,,,,,,,,,,,,,,,昨天：
先进材料,,,,,,,,,,# 三、今日资金流向排序,,,,,↓,,,,,
```,,,,,最近资源股最强细分已经明确：,,,,,,,,,,,,,,,偏算力。
,,,,,,,,,,| 排名    | 板块       | 强度   |,,,,,光通信,,,,,
属于半导体补涨方向。,,,,,不是铜。,,,,,| ----- | -------- | ---- |,,,,,,,,,,今天：
,,,,,,,,,,| ????? | 创新药      | 第一主线 |,,,,,↓,,,,,
---,,,,,不是钨。,,,,,| ????? | 光通信      | 第一主线 |,,,,,,,,,,偏材料。
,,,,,,,,,,| ????? | PCB+先进封装 | 第一主线 |,,,,,先进封装,,,,,
# 三、今日资金流向排序,,,,,而是：,,,,,| ????☆ | 券商       | 第二主线 |,,,,,,,,,,说明：
,,,,,,,,,,| ????☆ | AI应用     | 第二主线 |,,,,,↓,,,,,
| 排名    | 板块          | 强度   |,,,,,> 锆,,,,,| ????  | 存储芯片     | 第二主线 |,,,,,,,,,,AI行情正在产业链内部轮动。
| ----- | ----------- | ---- |,,,,,,,,,,| ???   | 港口航运     | 轮动方向 |,,,,,券商,,,,,
| ????? | 光纤通信        | 第一主线 |,,,,,核心：,,,,,,,,,,```,,,,,---
| ????? | 有色金属（锆、钨、钼） | 第一主线 |,,,,,,,,,,---,,,,,,,,,,
| ????☆ | 算力租赁        | 第二主线 |,,,,,* 东方锆业3连板,,,,,,,,,,今天：,,,,,# 五、当前市场主线排序
| ????☆ | AI应用        | 第二主线 |,,,,,* 长裕集团继续涨停,,,,,# 四、与昨天盘面对比,,,,,,,,,,
| ????  | 半导体材料（靶材）   | 第二主线 |,,,,,,,,,,,,,,,```text,,,,,## 第一主线（最强）
| ????  | 玻璃基板        | 第二主线 |,,,,,锆成为资源股龙头。,,,,,昨天：,,,,,算力租赁,,,,,
| ???   | 储能          | 轮动   |,,,,,,,,,,,,,,,,,,,,AI硬件材料链
| ???   | 磷化工         | 资源补涨 |,,,,,---,,,,,```text,,,,,↓,,,,,
| ???   | 培育钻石        | 材料补涨 |,,,,,,,,,,光通信,,,,,,,,,,包括：
,,,,,# ⑥ 半导体材料继续扩散,,,,,,,,,,液冷服务器,,,,,
---,,,,,,,,,,↓,,,,,,,,,,* PCB
,,,,,资金继续炒：,,,,,,,,,,↓,,,,,* CCL
# 四、与昨天盘面对比,,,,,,,,,,液冷服务器,,,,,,,,,,* 玻纤
,,,,,```text,,,,,,,,,,先进封装,,,,,* 铜箔
昨天热点：,,,,,电子特气,,,,,↓,,,,,,,,,,* 玻璃基板
,,,,,,,,,,,,,,,↓,,,,,
```text,,,,,↓,,,,,金融科技,,,,,,,,,,---
PCB,,,,,,,,,,,,,,,存储芯片,,,,,
↓,,,,,光刻胶,,,,,↓,,,,,,,,,,## 第二主线
,,,,,,,,,,,,,,,↓,,,,,
CCL,,,,,↓,,,,,创新药,,,,,,,,,,AI芯片
,,,,,,,,,,```,,,,,光纤材料,,,,,
↓,,,,,芯片电感,,,,,,,,,,```,,,,,包括：
,,,,,,,,,,今天：,,,,,,,,,,
MLCC,,,,,↓,,,,,,,,,,可以看到：,,,,,* 先进封装
,,,,,,,,,,```text,,,,,,,,,,* 半导体设备
↓,,,,,玻璃基板,,,,,创新药,,,,,### 创新药降温,,,,,* 存储芯片
,,,,,```,,,,,,,,,,,,,,,
超级电容,,,,,,,,,,↓,,,,,### AI重新夺回市场主导权,,,,,---
,,,,,说明：,,,,,,,,,,,,,,,
↓,,,,,,,,,,光通信,,,,,资金重新回流科技成长。,,,,,## 第三主线
,,,,,AI硬件行情并未结束。,,,,,,,,,,,,,,,
半导体设备,,,,,,,,,,↓,,,,,---,,,,,高端制造
```,,,,,而是在不断向材料端延伸。,,,,,,,,,,,,,,,
,,,,,,,,,,先进封装,,,,,# 五、当前市场主线排序,,,,,包括：
今天热点：,,,,,---,,,,,,,,,,,,,,,
,,,,,,,,,,↓,,,,,## 第一主线（最强）,,,,,* 机器人
```text,,,,,# 三、今日资金流向排序,,,,,,,,,,,,,,,* 消费电子
光纤通信,,,,,,,,,,券商,,,,,AI基础设施,,,,,
,,,,,| 排名    | 板块              | 强度   |,,,,,```,,,,,,,,,,---
↓,,,,,| ----- | --------------- | ---- |,,,,,,,,,,包括：,,,,,
,,,,,| ????? | 光纤通信            | 第一主线 |,,,,,最大变化：,,,,,,,,,,## 第四主线
算力租赁,,,,,| ????? | 算力基础设施（液冷+算力租赁） | 第一主线 |,,,,,,,,,,* 光通信,,,,,
,,,,,| ????☆ | 券商+金融科技         | 第二主线 |,,,,,### 创新药强度超过金融科技,,,,,* 算力租赁,,,,,新能源
↓,,,,,| ????☆ | 锆资源             | 第二主线 |,,,,,,,,,,* 液冷服务器,,,,,
,,,,,| ????  | 创新药             | 第二主线 |,,,,,开始进入市场C位。,,,,,* 光模块,,,,,包括：
AI应用,,,,,| ????  | 半导体材料           | 第二主线 |,,,,,,,,,,,,,,,
,,,,,| ???   | 化工              | 资源补涨 |,,,,,---,,,,,---,,,,,* 绿电
↓,,,,,| ???   | 煤炭              | 周期补涨 |,,,,,,,,,,,,,,,* 风电
,,,,,| ???   | 机器人             | 轮动方向 |,,,,,# 五、后市重点关注,,,,,## 第二主线,,,,,* 电力
半导体材料,,,,,,,,,,,,,,,,,,,,
```,,,,,---,,,,,## 第一主线：创新药,,,,,AI硬件,,,,,---
,,,,,,,,,,,,,,,,,,,,
可以发现：,,,,,# 四、与昨天盘面对比,,,,,重点观察：,,,,,包括：,,,,,# 六、短线龙头观察池
,,,,,,,,,,,,,,,,,,,,
### AI内部轮动发生变化,,,,,昨天：,,,,,* 海欣股份,,,,,* PCB,,,,,| 方向   | 龙头             |
,,,,,,,,,,* 海南海药,,,,,* 先进封装,,,,,| ---- | -------------- |
从：,,,,,```text,,,,,* 新华制药,,,,,* 存储芯片,,,,,| PCB  | 中材科技、国际复材、中国巨石 |
,,,,,光纤通信,,,,,* 博瑞医药,,,,,* MLCC,,,,,| 玻璃基板 | 凯盛科技、雷曼光电、京东方A |
> AI服务器材料,,,,,,,,,,* 乐普医疗,,,,,,,,,,| 先进封装 | 太极实业、中科飞测      |
,,,,,↓,,,,,,,,,,---,,,,,| AI硬件 | 长电科技（趋势核心）     |
切换到：,,,,,,,,,,如果继续连板，,,,,,,,,,,| 机器人  | 祥鑫科技、模塑科技      |
,,,,,算力租赁,,,,,,,,,,## 第三主线,,,,,| 绿电   | 龙源电力           |
> AI网络建设+AI应用,,,,,,,,,,创新药有望成为7月主线之一。,,,,,,,,,,
,,,,,↓,,,,,,,,,,资源,,,,,---
---,,,,,,,,,,---,,,,,,,,,,
,,,,,AI应用,,,,,,,,,,包括：,,,,,# 七、综合判断
资源方向则继续加强：,,,,,```,,,,,## 第二主线：AI算力产业链,,,,,,,,,,
,,,,,,,,,,,,,,,* 钨,,,,,今天市场最大的变化是：
```text,,,,,今天：,,,,,关注：,,,,,* 锆,,,,,
铜,,,,,,,,,,,,,,,* 铜,,,,,> **AI产业链的炒作重心进一步向“材料端”集中，PCB、玻纤、玻璃基板、先进封装形成完整联动，显示机构资金仍围绕AI基础设施建设进行深度挖掘。**
,,,,,```text,,,,,* 永鼎股份,,,,,* 稀土,,,,,
↓,,,,,光纤通信,,,,,* 长飞光纤,,,,,,,,,,目前市场已经形成以下资金结构：
,,,,,,,,,,* 通鼎互联,,,,,明显弱于AI。,,,,,
钨,,,,,↓,,,,,* 长电科技,,,,,,,,,,```text
,,,,,,,,,,* 太极实业,,,,,---,,,,,AI硬件材料（最强）
↓,,,,,液冷服务器,,,,,* 中芯国际,,,,,,,,,,        │
,,,,,,,,,,,,,,,# 六、短线龙头观察池,,,,,PCB → 玻纤 → 玻璃基板 → 先进封装
锆,,,,,↓,,,,,---,,,,,,,,,,        │
,,,,,,,,,,,,,,,| 方向   | 龙头        |,,,,,AI算力基础设施（光通信、液冷）轮动
↓,,,,,金融科技,,,,,## 第三主线：券商,,,,,| ---- | --------- |,,,,,        │
,,,,,,,,,,,,,,,| 光通信  | 泰和新材、永鼎股份 |,,,,,机器人、绿电等作为支线轮动
磷化工,,,,,↓,,,,,关注：,,,,,| 算力租赁 | 航锦科技、神州数码 |,,,,,```
```,,,,,,,,,,,,,,,| 先进封装 | 长电科技      |,,,,,
,,,,,创新药,,,,,* 华安证券,,,,,| 存储芯片 | 太极实业、汇成股份 |,,,,,### 明日重点观察
没有出现退潮迹象。,,,,,```,,,,,* 长江证券,,,,,| 超级电容 | 黑猫股份      |,,,,,
,,,,,,,,,,* 国元证券,,,,,| 创新药  | 海欣股份      |,,,,,1. **PCB产业链**：关注中材科技、中国巨石、国际复材能否继续维持趋势，判断AI材料主线是否延续。
---,,,,,说明：,,,,,,,,,,,,,,,2. **玻璃基板**：观察凯盛科技、京东方A、雷曼光电是否继续放量，确认是否成长为新的核心分支。
,,,,,,,,,,券商决定指数高度。,,,,,---,,,,,3. **先进封装**：关注太极实业、中科飞测能否接力长电科技，维持芯片产业链热度。
# 五、后市重点关注,,,,,AI主线没有退潮。,,,,,,,,,,,,,,,4. **AI算力方向**：若光通信、液冷服务器重新活跃，则说明AI主线仍处于健康轮动而非退潮。
,,,,,,,,,,---,,,,,# 七、综合判断,,,,,
## 第一主线：AI基础设施升级,,,,,而是在：,,,,,,,,,,,,,,,
,,,,,,,,,,# 六、综合判断,,,,,今天盘面的核心变化是：,,,,,
重点关注：,,,,,### AI网络 → AI算力 → AI金融,,,,,,,,,,,,,,,
,,,,,,,,,,今天盘面的核心特征是：,,,,,> **创新药和券商开始分化，而AI产业链重新形成“算力租赁+光通信+液冷服务器+先进封装+存储芯片”的全链条共振。**,,,,,
* 光纤通信,,,,,不断扩散。,,,,,,,,,,,,,,,
* 光模块,,,,,,,,,,> **创新药全面爆发，AI算力链持续扩散，大金融继续活跃，市场已经从单一AI行情演变为“创新药+AI+券商”三主线共振格局。**,,,,,从市场结构看：,,,,,
* 算力租赁,,,,,---,,,,,,,,,,,,,,,
* PCB,,,,,,,,,,从资金流向看：,,,,,```text,,,,,
* 玻璃基板,,,,,资源股则发生变化：,,,,,,,,,,AI基础设施,,,,,
,,,,,,,,,,```text,,,,,+,,,,,
这是目前机构资金最认可的方向。,,,,,昨天：,,,,,创新药（最强增量）,,,,,AI硬件,,,,,
,,,,,,,,,,+,,,,,+,,,,,
---,,,,,```text,,,,,AI光通信（最强趋势）,,,,,先进封装,,,,,
,,,,,锆,,,,,+,,,,,```,,,,,
## 第二主线：战略资源,,,,,,,,,,券商（指数核心）,,,,,,,,,,
,,,,,↓,,,,,```,,,,,已经重新成为资金最集中的核心方向。,,,,,
重点关注：,,,,,,,,,,,,,,,,,,,,
,,,,,磷化工,,,,,构成当前市场最重要的三大方向。,,,,,如果接下来长电科技、泰和新材、航锦科技继续保持强势，那么市场大概率将进入 **AI科技主升浪第二阶段**，重点关注光通信上游材料、先进封装和存储芯片三个细分赛道。,,,,,
* 锆,,,,,```,,,,,,,,,,,,,,,
* 稀土,,,,,,,,,,相比上周单纯围绕PCB和资源炒作，当前市场明显进入**机构趋势资金主导阶段**，其中光通信、先进封装和创新药是持续性最值得关注的核心赛道。,,,,,,,,,,
* 钨,,,,,今天：,,,,,,,,,,,,,,,
* 铜,,,,,,,,,,,,,,,,,,,,
* 钼,,,,,```text,,,,,,,,,,,,,,,
,,,,,锆,,,,,,,,,,,,,,,
尤其锆概念短期最强。,,,,,,,,,,,,,,,,,,,,
,,,,,↓,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,,,
,,,,,煤炭,,,,,,,,,,,,,,,
## 第三主线：AI应用回流,,,,,,,,,,,,,,,,,,,,
,,,,,↓,,,,,,,,,,,,,,,
重点观察：,,,,,,,,,,,,,,,,,,,,
,,,,,化工,,,,,,,,,,,,,,,
* 昆仑万维,,,,,```,,,,,,,,,,,,,,,
* 天娱数科,,,,,,,,,,,,,,,,,,,,
* 中科金财,,,,,锆仍然最强。,,,,,,,,,,,,,,,
* 华凯易佰,,,,,,,,,,,,,,,,,,,,
,,,,,---,,,,,,,,,,,,,,,
能否形成持续性。,,,,,,,,,,,,,,,,,,,,
,,,,,# 五、后市重点关注,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,,,
,,,,,## 第一主线（最强）,,,,,,,,,,,,,,,
# 六、综合判断,,,,,,,,,,,,,,,,,,,,
,,,,,AI基础设施,,,,,,,,,,,,,,,
今天盘面最大的变化是：,,,,,,,,,,,,,,,,,,,,
,,,,,关注：,,,,,,,,,,,,,,,
> **AI主线从“服务器材料链”开始向“光纤通信+算力网络+AI应用”扩散，而资源方向则继续从铜、钨扩散到锆、磷化工等战略资源。**,,,,,,,,,,,,,,,,,,,,
,,,,,* 长飞光纤,,,,,,,,,,,,,,,
从资金结构来看：,,,,,* 特发信息,,,,,,,,,,,,,,,
,,,,,* 英维克,,,,,,,,,,,,,,,
```text,,,,,* 中际旭创,,,,,,,,,,,,,,,
AI网络建设,,,,,* 新易盛,,,,,,,,,,,,,,,
+,,,,,* 利通电子,,,,,,,,,,,,,,,
战略资源金属,,,,,,,,,,,,,,,,,,,,
```,,,,,---,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
已经成为当前市场最强的“双主线”。,,,,,## 第二主线,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
相比前几天单纯炒PCB和覆铜板，今天市场出现了明显的“AI网络化”特征，而资源股则仍保持趋势主升状态。对于短线而言，**光纤通信、锆资源、算力租赁**是当前最值得重点跟踪的三个方向。,,,,,金融科技+券商,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,关注：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,* 银之杰,,,,,,,,,,,,,,,
,,,,,* 长江证券,,,,,,,,,,,,,,,
,,,,,* 中科金财,,,,,,,,,,,,,,,
,,,,,* 同花顺,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,---,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,## 第三主线,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,锆资源,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,关注：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,* 东方锆业,,,,,,,,,,,,,,,
,,,,,* 长裕集团,,,,,,,,,,,,,,,
,,,,,* 三祥新材,,,,,,,,,,,,,,,
,,,,,* 国瓷材料,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,---,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,# 六、综合判断,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,今天市场最大的变化是：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,> **AI主线已经从“服务器材料链”升级到“光纤通信+液冷服务器+算力租赁”的完整算力基础设施体系，同时大金融开始接力形成新的增量资金方向。**,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,当前市场已经形成三条较清晰的主线：,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,```text,,,,,,,,,,,,,,,
,,,,,AI算力基础设施,,,,,,,,,,,,,,,
,,,,,+,,,,,,,,,,,,,,,
,,,,,金融科技券商,,,,,,,,,,,,,,,
,,,,,+,,,,,,,,,,,,,,,
,,,,,锆资源,,,,,,,,,,,,,,,
,,,,,```,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,其中，**光纤通信（长飞光纤、特发信息）已经成为全市场辨识度最高的核心方向，而券商与金融科技能否持续放量，将决定指数是否有望开启新一轮趋势行情。**,,,,,,,,,,,,,,,
